pin,slack
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_156_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_156_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_156_rs:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_83:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_83:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_83:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_83:Y,4755
reg_apb_wrp_0/reg16x8_0/temp_data[2]:ADn,
reg_apb_wrp_0/reg16x8_0/temp_data[2]:ALn,
reg_apb_wrp_0/reg16x8_0/temp_data[2]:CLK,8711
reg_apb_wrp_0/reg16x8_0/temp_data[2]:D,2305
reg_apb_wrp_0/reg16x8_0/temp_data[2]:EN,8562
reg_apb_wrp_0/reg16x8_0/temp_data[2]:LAT,
reg_apb_wrp_0/reg16x8_0/temp_data[2]:Q,8711
reg_apb_wrp_0/reg16x8_0/temp_data[2]:SD,
reg_apb_wrp_0/reg16x8_0/temp_data[2]:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_148:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_148:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_148:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_148:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_148:IPB,
COREAPBLSRAM_0/PRDATA_reg[11]:ADn,
COREAPBLSRAM_0/PRDATA_reg[11]:ALn,
COREAPBLSRAM_0/PRDATA_reg[11]:CLK,6725
COREAPBLSRAM_0/PRDATA_reg[11]:D,6594
COREAPBLSRAM_0/PRDATA_reg[11]:EN,3770
COREAPBLSRAM_0/PRDATA_reg[11]:LAT,
COREAPBLSRAM_0/PRDATA_reg[11]:Q,6725
COREAPBLSRAM_0/PRDATA_reg[11]:SD,
COREAPBLSRAM_0/PRDATA_reg[11]:SLn,
CoreAPB3_0/CoreAPB3_m2_0_bm_1_1:A,2935
CoreAPB3_0/CoreAPB3_m2_0_bm_1_1:B,2716
CoreAPB3_0/CoreAPB3_m2_0_bm_1_1:C,-100
CoreAPB3_0/CoreAPB3_m2_0_bm_1_1:D,-299
CoreAPB3_0/CoreAPB3_m2_0_bm_1_1:Y,-299
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_272:IPB,
COREAPBLSRAM_0/PRDATA_reg[18]:ADn,
COREAPBLSRAM_0/PRDATA_reg[18]:ALn,
COREAPBLSRAM_0/PRDATA_reg[18]:CLK,6812
COREAPBLSRAM_0/PRDATA_reg[18]:D,6507
COREAPBLSRAM_0/PRDATA_reg[18]:EN,3770
COREAPBLSRAM_0/PRDATA_reg[18]:LAT,
COREAPBLSRAM_0/PRDATA_reg[18]:Q,6812
COREAPBLSRAM_0/PRDATA_reg[18]:SD,
COREAPBLSRAM_0/PRDATA_reg[18]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:CLK,5025
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:Q,5025
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:SLn,
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_3[2]:A,4804
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_3[2]:B,4761
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_3[2]:C,2776
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_3[2]:D,2570
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_3[2]:Y,2570
COREAPBLSRAM_0/PRDATA_reg[12]:ADn,
COREAPBLSRAM_0/PRDATA_reg[12]:ALn,
COREAPBLSRAM_0/PRDATA_reg[12]:CLK,6759
COREAPBLSRAM_0/PRDATA_reg[12]:D,6594
COREAPBLSRAM_0/PRDATA_reg[12]:EN,3770
COREAPBLSRAM_0/PRDATA_reg[12]:LAT,
COREAPBLSRAM_0/PRDATA_reg[12]:Q,6759
COREAPBLSRAM_0/PRDATA_reg[12]:SD,
COREAPBLSRAM_0/PRDATA_reg[12]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47:A,6723
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47:Y,4755
CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_INTR_reg_412_0[31]:A,7851
CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_INTR_reg_412_0[31]:B,5562
CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_INTR_reg_412_0[31]:C,6460
CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_INTR_reg_412_0[31]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_INTR_reg_412_0[31]:Y,1933
CoreGPIO_0/edge_both_2_sqmuxa_26_i:A,2171
CoreGPIO_0/edge_both_2_sqmuxa_26_i:B,7691
CoreGPIO_0/edge_both_2_sqmuxa_26_i:Y,2171
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112:Y,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:SLn,
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:ALn,4749
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:CLK,4639
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:D,6914
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:EN,4733
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:Q,4639
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:SD,
reg_apb_wrp_0/reg16x8_0/mem_3_[0]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93:Y,4774
CoreGPIO_0/edge_pos_2_sqmuxa_18_i_0:A,2171
CoreGPIO_0/edge_pos_2_sqmuxa_18_i_0:B,7664
CoreGPIO_0/edge_pos_2_sqmuxa_18_i_0:C,6692
CoreGPIO_0/edge_pos_2_sqmuxa_18_i_0:Y,2171
FCCC_0/CCC_INST/IP_INTERFACE_3:A,
FCCC_0/CCC_INST/IP_INTERFACE_3:B,
FCCC_0/CCC_INST/IP_INTERFACE_3:C,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPC,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs_RNIGALR:A,4608
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs_RNIGALR:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs_RNIGALR:C,4477
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs_RNIGALR:Y,4477
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:ALn,4749
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:CLK,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:D,6783
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:EN,4733
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:Q,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:SD,
reg_apb_wrp_0/reg16x8_0/mem_5_[3]:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPB,
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:CLK,3696
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:Q,3696
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:CLK,6833
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:EN,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:Q,6833
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:SLn,
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_3__2_i_a2[1]:A,2448
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_3__2_i_a2[1]:B,2552
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_3__2_i_a2[1]:C,2656
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_3__2_i_a2[1]:D,2538
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_3__2_i_a2[1]:Y,2448
GPIO_IN_ibuf[0]/U0/U_IOINFF:A,
GPIO_IN_ibuf[0]/U0/U_IOINFF:Y,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:CLK,3415
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:D,6971
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:Q,3415
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:CLK,4651
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:Q,4651
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_edge_both_RNO[21]:A,7838
CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_edge_both_RNO[21]:B,6314
CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_edge_both_RNO[21]:C,7720
CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_edge_both_RNO[21]:Y,6314
reg_apb_wrp_0/reg16x8_0/mem_15__RNIHSDR[0]:A,4815
reg_apb_wrp_0/reg16x8_0/mem_15__RNIHSDR[0]:B,
reg_apb_wrp_0/reg16x8_0/mem_15__RNIHSDR[0]:C,4684
reg_apb_wrp_0/reg16x8_0/mem_15__RNIHSDR[0]:Y,4684
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_118:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_118:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_118:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_118:IPB,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPB,
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[1]:A,3726
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[1]:B,3676
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[1]:C,2679
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[1]:D,2305
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[1]:Y,2305
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:CLK,4935
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:Q,4935
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:CLK,4983
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:Q,4983
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs_RNI4GOJ:A,4770
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs_RNI4GOJ:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs_RNI4GOJ:C,4639
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs_RNI4GOJ:Y,4639
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:D,6376
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI44E11[2]:A,2689
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI44E11[2]:B,2639
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI44E11[2]:C,581
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI44E11[2]:D,-79
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI44E11[2]:Y,-79
CoreAPB3_0/iPSELS_RNI9Q8N5[3]:A,3300
CoreAPB3_0/iPSELS_RNI9Q8N5[3]:B,3170
CoreAPB3_0/iPSELS_RNI9Q8N5[3]:C,1776
CoreAPB3_0/iPSELS_RNI9Q8N5[3]:D,2417
CoreAPB3_0/iPSELS_RNI9Q8N5[3]:Y,1776
CoreGPIO_0/edge_both_2_sqmuxa_i_x2:A,6642
CoreGPIO_0/edge_both_2_sqmuxa_i_x2:B,6585
CoreGPIO_0/edge_both_2_sqmuxa_i_x2:Y,6585
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_2:A,
FCCC_0/CCC_INST/IP_INTERFACE_2:B,
FCCC_0/CCC_INST/IP_INTERFACE_2:C,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_2:IPC,
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_4[1]:A,5960
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_4[1]:B,5917
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_4[1]:C,3932
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_4[1]:D,3726
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_4[1]:Y,3726
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:ALn,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:CLK,5998
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:EN,4733
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:Q,5998
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_5:A,
FCCC_0/CCC_INST/IP_INTERFACE_5:B,
FCCC_0/CCC_INST/IP_INTERFACE_5:C,
FCCC_0/CCC_INST/IP_INTERFACE_5:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_5:IPC,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_7:EN,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_7:IPENn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:IPB,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:ALn,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:CLK,5998
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:EN,4733
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:Q,5998
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:CLK,2621
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:D,6927
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:EN,3685
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:Q,2621
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_INTR_reg_347_0_o2_0_0[26]:A,5907
CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_INTR_reg_347_0_o2_0_0[26]:B,5824
CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_INTR_reg_347_0_o2_0_0[26]:C,5779
CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_INTR_reg_347_0_o2_0_0[26]:D,5562
CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_INTR_reg_347_0_o2_0_0[26]:Y,5562
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set_RNIFAJG:A,4815
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set_RNIFAJG:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set_RNIFAJG:C,4684
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set_RNIFAJG:Y,4684
COREAPBLSRAM_0/PRDATA_reg[9]:ADn,
COREAPBLSRAM_0/PRDATA_reg[9]:ALn,
COREAPBLSRAM_0/PRDATA_reg[9]:CLK,6667
COREAPBLSRAM_0/PRDATA_reg[9]:D,6597
COREAPBLSRAM_0/PRDATA_reg[9]:EN,3770
COREAPBLSRAM_0/PRDATA_reg[9]:LAT,
COREAPBLSRAM_0/PRDATA_reg[9]:Q,6667
COREAPBLSRAM_0/PRDATA_reg[9]:SD,
COREAPBLSRAM_0/PRDATA_reg[9]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:CLK,4040
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:EN,3348
