Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=CoreGPIO_0/edge_pos[30]:CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_edge_both[30]:Q Type=0 ADDR=0x48211 (WADDR=0x4 BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][5]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][5]:Q Type=0 ADDR=0x50111 (WADDR=0x5 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_217_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_217_rs:Q Type=0 ADDR=0x230109 (WADDR=0x23 BADDR=0x0 PRBR=0x1 CLOFFSET=0x9)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[18].APB_32.GPOUT_reg[18]:CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_GPOUT_reg[18]:Q Type=0 ADDR=0xC8312 (WADDR=0xC BADDR=0x2 PRBR=0x3 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_7_[2]:Q Type=0 ADDR=0x230006 (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_125_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_125_set:Q Type=0 ADDR=0x140107 (WADDR=0x14 BADDR=0x0 PRBR=0x1 CLOFFSET=0x7)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_201_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_201_rs:Q Type=0 ADDR=0x13820F (WADDR=0x13 BADDR=0x2 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_1_[4]:Q Type=0 ADDR=0x178110 (WADDR=0x17 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/edge_both[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_both[3]:Q Type=0 ADDR=0xA820F (WADDR=0xA BADDR=0x2 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[2].REG_GEN.CONFIG_reg[2][1]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][1]:Q Type=0 ADDR=0xA8116 (WADDR=0xA BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[0].gpin3[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_gpin3[0]:Q Type=0 ADDR=0x4800F (WADDR=0x4 BADDR=0x2 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][4]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][4]:Q Type=0 ADDR=0x60118 (WADDR=0x6 BADDR=0x0 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[9].APB_32.INTR_reg[9]:CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg[9]:Q Type=0 ADDR=0x80111 (WADDR=0x8 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[7].APB_32.INTR_reg[7]:CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_INTR_reg[7]:Q Type=0 ADDR=0x58314 (WADDR=0x5 BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[23][4]:CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][4]:Q Type=0 ADDR=0x30215 (WADDR=0x3 BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_231_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_231_rs:Q Type=0 ADDR=0x1D820C (WADDR=0x1D BADDR=0x2 PRBR=0x2 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/edge_neg[27]:CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_edge_both[27]:Q Type=0 ADDR=0xB0014 (WADDR=0xB BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_77_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_77_set:Q Type=0 ADDR=0x1E010F (WADDR=0x1E BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[0][4]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][4]:Q Type=0 ADDR=0x38116 (WADDR=0x3 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_86_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_86_set:Q Type=0 ADDR=0x1D0009 (WADDR=0x1D BADDR=0x0 PRBR=0x0 CLOFFSET=0x9)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[14]:COREAPBLSRAM_0/PRDATA_reg[14]:Q Type=0 ADDR=0x70313 (WADDR=0x7 BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[24][2]:CoreGPIO_0/xhdl1_GEN_BITS[24]_REG_GEN_CONFIG_reg[24][2]:Q Type=0 ADDR=0x48218 (WADDR=0x4 BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[15][3]:CoreGPIO_0/xhdl1_GEN_BITS[15]_REG_GEN_CONFIG_reg[15][3]:Q Type=0 ADDR=0x38213 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[21].APB_32.GPOUT_reg[21]:CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_GPOUT_reg[21]:Q Type=0 ADDR=0x68114 (WADDR=0x6 BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148_rs:Q Type=0 ADDR=0x230215 (WADDR=0x23 BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_55_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_55_set:Q Type=0 ADDR=0x140110 (WADDR=0x14 BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][0]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][0]:Q Type=0 ADDR=0x30116 (WADDR=0x3 BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_11_[3]:Q Type=0 ADDR=0x128114 (WADDR=0x12 BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/edge_neg[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_edge_neg[0]:Q Type=0 ADDR=0x5030F (WADDR=0x5 BADDR=0x0 PRBR=0x3 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_8_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_8_set:Q Type=0 ADDR=0x1C000D (WADDR=0x1C BADDR=0x0 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_47_set:Q Type=0 ADDR=0x198010 (WADDR=0x19 BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[25][6]:CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][6]:Q Type=0 ADDR=0xD8214 (WADDR=0xD BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[21][5]:CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21][5]:Q Type=0 ADDR=0xD0215 (WADDR=0xD BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_215_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_215_rs:Q Type=0 ADDR=0x1B8006 (WADDR=0x1B BADDR=0x2 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[15][0]:CoreGPIO_0/xhdl1_GEN_BITS[15]_REG_GEN_CONFIG_reg[15][0]:Q Type=0 ADDR=0x30014 (WADDR=0x3 BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_128_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_128_rs:Q Type=0 ADDR=0x20010D (WADDR=0x20 BADDR=0x0 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][1]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][1]:Q Type=0 ADDR=0x58118 (WADDR=0x5 BADDR=0x2 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_212_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_212_rs:Q Type=0 ADDR=0x128113 (WADDR=0x12 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/fsm[1]:reg_apb_wrp_0/fsm[1]:Q Type=0 ADDR=0x90213 (WADDR=0x9 BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[6]:reg_apb_wrp_0/reg16x8_0/temp_data[6]:Q Type=0 ADDR=0x1B020E (WADDR=0x1B BADDR=0x0 PRBR=0x2 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[29].APB_32.INTR_reg[29]:CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg[29]:Q Type=0 ADDR=0xC8211 (WADDR=0xC BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_15_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_15_[2]:Q Type=0 ADDR=0x1E0211 (WADDR=0x1E BADDR=0x0 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_169_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_169_rs:Q Type=0 ADDR=0x1A830A (WADDR=0x1A BADDR=0x2 PRBR=0x3 CLOFFSET=0xA)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[5]:COREAPBLSRAM_0/PRDATA_reg[5]:Q Type=0 ADDR=0x98210 (WADDR=0x9 BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_1_[2]:Q Type=0 ADDR=0x17030F (WADDR=0x17 BADDR=0x0 PRBR=0x3 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][3]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][3]:Q Type=0 ADDR=0x60010 (WADDR=0x6 BADDR=0x0 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_5_[4]:Q Type=0 ADDR=0x15800A (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[23]:COREAPBLSRAM_0/PRDATA_reg[23]:Q Type=0 ADDR=0x68213 (WADDR=0x6 BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[2].APB_32.GPOUT_reg[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_32_GPOUT_reg[2]:Q Type=0 ADDR=0x88316 (WADDR=0x8 BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_153_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_153_rs:Q Type=0 ADDR=0x140015 (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_176_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_176_rs:Q Type=0 ADDR=0x200007 (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[1].APB_32.GPOUT_reg[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_GPOUT_reg[1]:Q Type=0 ADDR=0x98116 (WADDR=0x9 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][7]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][7]:Q Type=0 ADDR=0xD8215 (WADDR=0xD BADDR=0x2 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_3_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_3_[5]:Q Type=0 ADDR=0x188112 (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_11_[5]:Q Type=0 ADDR=0x110013 (WADDR=0x11 BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_65_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_65_set:Q Type=0 ADDR=0x20830B (WADDR=0x20 BADDR=0x2 PRBR=0x3 CLOFFSET=0xB)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[16].APB_32.GPOUT_reg[16]:CoreGPIO_0/xhdl1_GEN_BITS[16]_APB_32_GPOUT_reg[16]:Q Type=0 ADDR=0x60110 (WADDR=0x6 BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_11_[4]:Q Type=0 ADDR=0x158012 (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/wr_enable:reg_apb_wrp_0/wr_enable:Q Type=0 ADDR=0x90313 (WADDR=0x9 BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][7]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][7]:Q Type=0 ADDR=0xD8014 (WADDR=0xD BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_255_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_255_rs:Q Type=0 ADDR=0x218112 (WADDR=0x21 BADDR=0x2 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][2]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][2]:Q Type=0 ADDR=0x30318 (WADDR=0x3 BADDR=0x0 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[3].gpin3[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_gpin3[3]:Q Type=0 ADDR=0xA800F (WADDR=0xA BADDR=0x2 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_70_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_70_set:Q Type=0 ADDR=0x1E000B (WADDR=0x1E BADDR=0x0 PRBR=0x0 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_13_[0]:Q Type=0 ADDR=0x218011 (WADDR=0x21 BADDR=0x2 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_252_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_252_rs:Q Type=0 ADDR=0x200012 (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][2]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][2]:Q Type=0 ADDR=0x28314 (WADDR=0x2 BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_1_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_1_set:Q Type=0 ADDR=0x230008 (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/edge_neg[12]:CoreGPIO_0/xhdl1_GEN_BITS[12]_APB_32_edge_both[12]:Q Type=0 ADDR=0x70216 (WADDR=0x7 BADDR=0x0 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_3_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_3_[7]:Q Type=0 ADDR=0x140011 (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_174_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_174_rs:Q Type=0 ADDR=0x188007 (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0x7)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_218_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_218_rs:Q Type=0 ADDR=0x170113 (WADDR=0x17 BADDR=0x0 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/gpin2[6]:CoreGPIO_0/xhdl1_GEN_BITS[6]_gpin2[6]:Q Type=0 ADDR=0x28211 (WADDR=0x2 BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40_set:Q Type=0 ADDR=0x200207 (WADDR=0x20 BADDR=0x0 PRBR=0x2 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[22].APB_32.GPOUT_reg[22]:CoreGPIO_0/xhdl1_GEN_BITS[22]_APB_32_GPOUT_reg[22]:Q Type=0 ADDR=0x80011 (WADDR=0x8 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][5]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][5]:Q Type=0 ADDR=0x58110 (WADDR=0x5 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][4]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][4]:Q Type=0 ADDR=0x68318 (WADDR=0x6 BADDR=0x2 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_73_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_73_set:Q Type=0 ADDR=0x1B0317 (WADDR=0x1B BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[28].APB_32.INTR_reg[28]:CoreGPIO_0/xhdl1_GEN_BITS[28]_APB_32_INTR_reg[28]:Q Type=0 ADDR=0x60014 (WADDR=0x6 BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_91_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_91_set:Q Type=0 ADDR=0x118113 (WADDR=0x11 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_12_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_12_[3]:Q Type=0 ADDR=0x1C010A (WADDR=0x1C BADDR=0x0 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[15][7]:CoreGPIO_0/xhdl1_GEN_BITS[15]_REG_GEN_CONFIG_reg[15][7]:Q Type=0 ADDR=0x38214 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_112_set:Q Type=0 ADDR=0x200116 (WADDR=0x20 BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/edge_neg[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg[3]:Q Type=0 ADDR=0xA010F (WADDR=0xA BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_5_[2]:Q Type=0 ADDR=0x200307 (WADDR=0x20 BADDR=0x0 PRBR=0x3 CLOFFSET=0x7)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_82_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_82_set:Q Type=0 ADDR=0x1E800D (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_126_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_126_set:Q Type=0 ADDR=0x1A0211 (WADDR=0x1A BADDR=0x0 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_8_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_8_[6]:Q Type=0 ADDR=0x1E810A (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_186_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_186_rs:Q Type=0 ADDR=0x210109 (WADDR=0x21 BADDR=0x0 PRBR=0x1 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_110_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_110_set:Q Type=0 ADDR=0x1F8214 (WADDR=0x1F BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_43_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_43_set:Q Type=0 ADDR=0x198119 (WADDR=0x19 BADDR=0x2 PRBR=0x1 CLOFFSET=0x19)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[6].REG_GEN.CONFIG_reg[6][1]:CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][1]:Q Type=0 ADDR=0x58318 (WADDR=0x5 BADDR=0x2 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][0]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][0]:Q Type=0 ADDR=0x40017 (WADDR=0x4 BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[4]:reg_apb_wrp_0/reg16x8_0/data_out[4]:Q Type=0 ADDR=0x98310 (WADDR=0x9 BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_2_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_2_[1]:Q Type=0 ADDR=0x1E0115 (WADDR=0x1E BADDR=0x0 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_101_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_101_set:Q Type=0 ADDR=0x14010C (WADDR=0x14 BADDR=0x0 PRBR=0x1 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[16].APB_32.INTR_reg[16]:CoreGPIO_0/xhdl1_GEN_BITS[16]_APB_32_INTR_reg[16]:Q Type=0 ADDR=0x68310 (WADDR=0x6 BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][5]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][5]:Q Type=0 ADDR=0xC0310 (WADDR=0xC BADDR=0x0 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[5].REG_GEN.CONFIG_reg[5][1]:CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][1]:Q Type=0 ADDR=0x98218 (WADDR=0x9 BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_9_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_9_[5]:Q Type=0 ADDR=0x200310 (WADDR=0x20 BADDR=0x0 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[1]:COREAPBLSRAM_0/PRDATA_reg[1]:Q Type=0 ADDR=0x9030F (WADDR=0x9 BADDR=0x0 PRBR=0x3 CLOFFSET=0xF)
